_id,ilce_adi,mahalle_adi,mahalle_uavt,1980_oncesi,1980-2000_arasi,2000_sonrasi,1-4 kat_arasi,5-9 kat_arasi,9-19 kat_arasi,_id_s,ilce_adi_s,mahalle_adi_s,mahalle_koy_uavt,cok_agir_hasarli_bina_sayisi,agir_hasarli_bina_sayisi,orta_hasarli_bina_sayisi,hafif_hasarli_bina_sayisi,can_kaybi_sayisi,agir_yarali_sayisi,hastanede_tedavi_sayisi,hafif_yarali_sayisi,dogalgaz_boru_hasari,icme_suyu_boru_hasari,atik_su_boru_hasari,gecici_barinma,n_bldg,heavy,dmg_any,heavy_ratio
1,ADALAR,BURGAZADA,40139,433,214,173,802,18,0,1,ADALAR,BURGAZADA,40139,54,99,256,241,8,6,24,42,0,0,1,398,820,153,650,0.18658536585365854
2,ADALAR,HEYBELÝADA,40142,836,347,212,1359,36,0,2,ADALAR,HEYBELÝADA,40142,101,175,423,393,25,21,66,113,1,1,2,763,1395,276,1092,0.1978494623655914
3,ADALAR,KINALIADA,40143,610,244,158,923,89,0,3,ADALAR,KINALIADA,40143,53,97,287,302,5,3,15,27,0,1,1,420,1012,150,739,0.1482213438735178
4,ADALAR,MADEN,40140,863,510,308,1637,44,0,4,ADALAR,MADEN,40140,104,192,483,484,22,18,64,113,1,1,2,847,1681,296,1263,0.17608566329565734
5,ADALAR,NÝZAM,40141,842,426,217,1434,51,0,5,ADALAR,NÝZAM,40141,101,180,445,422,16,13,48,83,1,2,2,687,1485,281,1148,0.1892255892255892
6,ARNAVUTKÖY,ADNAN MENDERES,40490,0,244,121,353,12,0,6,ARNAVUTKÖY,ADNAN MENDERES,40490,1,3,21,57,0,0,1,3,0,0,0,89,365,4,82,0.010958904109589041
7,ARNAVUTKÖY,ANADOLU,99359,0,1360,845,1647,555,3,7,ARNAVUTKÖY,ANADOLU,99359,2,13,108,371,0,0,8,26,1,1,1,659,2205,15,494,0.006802721088435374
8,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,40478,0,685,589,797,470,7,8,ARNAVUTKÖY,ARNAVUTKÖY MERKEZ,40478,1,6,51,199,0,0,2,10,0,1,1,273,1274,7,257,0.005494505494505495
9,ARNAVUTKÖY,ATATÜRK,40482,0,565,216,754,27,0,9,ARNAVUTKÖY,ATATÜRK,40482,1,6,49,129,0,0,2,8,0,0,0,209,781,7,185,0.008962868117797696
10,ARNAVUTKÖY,BAKLALI,191981,0,332,184,515,1,0,10,ARNAVUTKÖY,BAKLALI,191981,1,5,23,65,0,0,0,0,0,0,0,26,516,6,94,0.011627906976744186
11,ARNAVUTKÖY,BALABAN,191983,0,242,53,295,0,0,11,ARNAVUTKÖY,BALABAN,191983,0,1,7,25,0,0,0,0,0,0,0,7,295,1,33,0.003389830508474576
12,ARNAVUTKÖY,BOÐAZKÖY ÝSTÝKLAL,40483,90,864,540,1452,42,0,12,ARNAVUTKÖY,BOÐAZKÖY ÝSTÝKLAL,40483,2,14,95,249,0,0,3,10,0,1,1,246,1494,16,360,0.0107095046854083
13,ARNAVUTKÖY,BOLLUCA,40487,0,578,185,716,47,0,13,ARNAVUTKÖY,BOLLUCA,40487,1,6,46,125,0,0,1,5,0,0,0,177,763,7,178,0.009174311926605505
14,ARNAVUTKÖY,BOYALIK,191985,0,313,205,514,4,0,14,ARNAVUTKÖY,BOYALIK,191985,1,4,21,63,0,0,0,0,0,0,0,24,518,5,89,0.009652509652509652
15,ARNAVUTKÖY,ÇÝLÝNGÝR,40494,0,315,176,485,6,0,15,ARNAVUTKÖY,ÇÝLÝNGÝR,40494,1,5,28,76,0,0,0,0,0,0,0,38,491,6,110,0.012219959266802444
16,ARNAVUTKÖY,DELÝKLÝKAYA,40910,0,291,279,478,36,56,16,ARNAVUTKÖY,DELÝKLÝKAYA,40910,1,7,50,120,0,0,0,2,1,1,1,173,570,8,178,0.014035087719298246
17,ARNAVUTKÖY,DURSUNKÖY,40911,0,204,72,276,0,0,17,ARNAVUTKÖY,DURSUNKÖY,40911,1,5,18,45,0,0,0,1,0,0,0,22,276,6,69,0.021739130434782608
18,ARNAVUTKÖY,DURUSU,40915,0,208,43,251,0,0,18,ARNAVUTKÖY,DURUSU,40915,0,2,10,30,0,0,0,0,0,0,0,16,251,2,42,0.00796812749003984
19,ARNAVUTKÖY,FATÝH,40495,0,219,198,406,11,0,19,ARNAVUTKÖY,FATÝH,40495,1,4,21,59,0,0,0,1,0,0,0,51,417,5,85,0.011990407673860911
20,ARNAVUTKÖY,HACIMAÞLI,191975,1,137,107,244,1,0,20,ARNAVUTKÖY,HACIMAÞLI,191975,0,3,16,41,0,0,0,0,0,0,0,20,245,3,60,0.012244897959183673
21,ARNAVUTKÖY,HADIMKÖY,40913,0,418,793,909,229,73,21,ARNAVUTKÖY,HADIMKÖY,40913,1,7,63,203,0,0,0,4,1,1,1,387,1211,8,274,0.006606110652353427
22,ARNAVUTKÖY,HARAÇÇI,40489,0,813,622,1356,79,0,22,ARNAVUTKÖY,HARAÇÇI,40489,2,12,82,230,0,0,0,4,1,1,1,209,1435,14,326,0.00975609756097561
23,ARNAVUTKÖY,HASTANE,40912,0,434,391,578,237,10,23,ARNAVUTKÖY,HASTANE,40912,1,6,45,147,0,0,0,5,0,0,0,148,825,7,199,0.008484848484848486
24,ARNAVUTKÖY,HÝCRET,40486,0,221,113,323,11,0,24,ARNAVUTKÖY,HÝCRET,40486,0,3,24,61,0,0,0,2,0,0,0,91,334,3,88,0.008982035928143712
25,ARNAVUTKÖY,ÝMRAHOR,40481,0,1141,471,1585,27,0,25,ARNAVUTKÖY,ÝMRAHOR,40481,3,17,96,255,0,0,2,11,1,1,1,301,1612,20,371,0.01240694789081886
26,ARNAVUTKÖY,ÝSLAMBEY,40479,0,1184,481,1452,204,9,26,ARNAVUTKÖY,ÝSLAMBEY,40479,2,11,88,268,0,0,4,18,1,0,1,395,1665,13,369,0.007807807807807808
27,ARNAVUTKÖY,KARABURUN,191987,0,404,710,1110,4,0,27,ARNAVUTKÖY,KARABURUN,191987,0,3,32,112,0,0,0,0,0,0,0,34,1114,3,147,0.0026929982046678637
28,ARNAVUTKÖY,KARLIBAYIR,40488,0,669,465,944,183,7,28,ARNAVUTKÖY,KARLIBAYIR,40488,2,9,60,186,0,0,1,8,0,0,1,188,1134,11,257,0.009700176366843033
29,ARNAVUTKÖY,MAREÞAL FEVZÝ ÇAKMAK,40493,0,458,450,881,27,0,29,ARNAVUTKÖY,MAREÞAL FEVZÝ ÇAKMAK,40493,1,6,50,141,0,0,0,1,0,1,1,115,908,7,198,0.007709251101321586
30,ARNAVUTKÖY,MAVÝGÖL,40485,0,420,520,907,33,0,30,ARNAVUTKÖY,MAVÝGÖL,40485,1,6,53,146,0,0,0,3,0,0,0,146,940,7,206,0.007446808510638298
31,ARNAVUTKÖY,MEHMET AKÝF ERSOY,40491,0,255,218,465,8,0,31,ARNAVUTKÖY,MEHMET AKÝF ERSOY,40491,1,4,26,73,0,0,0,3,0,0,1,132,473,5,104,0.010570824524312896
32,ARNAVUTKÖY,MUSTAFA KEMAL PAÞA,99358,0,707,273,843,137,0,32,ARNAVUTKÖY,MUSTAFA KEMAL PAÞA,99358,1,7,53,161,0,0,3,11,0,0,1,254,980,8,222,0.00816326530612245
33,ARNAVUTKÖY,NENEHATUN,99357,0,561,223,707,77,0,33,ARNAVUTKÖY,NENEHATUN,99357,1,5,43,124,0,0,0,7,0,0,1,180,784,6,173,0.007653061224489796
34,ARNAVUTKÖY,ÖMERLÝ,40906,0,273,329,477,83,42,34,ARNAVUTKÖY,ÖMERLÝ,40906,1,7,49,124,0,0,0,3,1,0,0,189,602,8,181,0.013289036544850499
35,ARNAVUTKÖY,SAZLIBOSNA,40907,0,338,55,393,0,0,35,ARNAVUTKÖY,SAZLIBOSNA,40907,0,5,26,68,0,0,0,1,0,0,0,46,393,5,99,0.01272264631043257
36,ARNAVUTKÖY,TAÞOLUK,40492,0,607,179,750,36,0,36,ARNAVUTKÖY,TAÞOLUK,40492,1,6,44,122,0,0,1,6,0,0,1,120,786,7,173,0.008905852417302799
37,ARNAVUTKÖY,TAYAKADIN,191977,0,817,487,1301,3,0,37,ARNAVUTKÖY,TAYAKADIN,191977,3,12,57,162,0,0,0,1,0,0,0,92,1304,15,234,0.011503067484662576
38,ARNAVUTKÖY,TERKOS,40914,0,428,132,560,0,0,38,ARNAVUTKÖY,TERKOS,40914,1,4,19,58,0,0,0,0,0,0,0,22,560,5,82,0.008928571428571428
39,ARNAVUTKÖY,YASSIÖREN,191989,0,0,342,316,24,2,39,ARNAVUTKÖY,YASSIÖREN,191989,0,1,12,41,0,0,0,0,0,0,0,11,342,1,54,0.0029239766081871343
40,ARNAVUTKÖY,YAVUZ SELÝM,40480,0,968,204,1113,58,1,40,ARNAVUTKÖY,YAVUZ SELÝM,40480,2,9,64,180,0,0,1,9,0,0,1,250,1172,11,255,0.00938566552901024
41,ARNAVUTKÖY,YENÝKÖY,191979,0,190,836,1026,0,0,41,ARNAVUTKÖY,YENÝKÖY,191979,1,5,39,121,0,0,0,0,0,1,1,43,1026,6,166,0.005847953216374269
42,ARNAVUTKÖY,YEÞÝLBAYIR,40908,0,172,208,357,23,0,42,ARNAVUTKÖY,YEÞÝLBAYIR,40908,1,4,27,69,0,0,0,0,0,0,0,29,380,5,101,0.013157894736842105
43,ARNAVUTKÖY,YUNUS EMRE,40484,5,1168,327,1421,78,1,43,ARNAVUTKÖY,YUNUS EMRE,40484,1,10,88,244,0,0,5,16,0,0,1,403,1500,11,343,0.007333333333333333
44,ATAÞEHÝR,AÞIKVEYSEL,98687,792,181,199,886,266,20,44,ATAÞEHÝR,AÞIKVEYSEL,98687,5,18,102,266,4,3,12,26,0,0,0,465,1172,23,391,0.01962457337883959
45,ATAÞEHÝR,ATATÜRK,99749,49,386,416,455,234,162,45,ATAÞEHÝR,ATATÜRK,99749,2,12,76,209,2,0,11,30,0,1,1,706,851,14,299,0.01645123384253819
46,ATAÞEHÝR,BARBAROS,40527,571,725,596,1585,205,102,46,ATAÞEHÝR,BARBAROS,40527,14,50,248,498,11,9,42,88,1,1,2,1281,1892,64,810,0.03382663847780127
47,ATAÞEHÝR,ESATPAÞA,40793,997,396,733,1474,597,55,47,ATAÞEHÝR,ESATPAÞA,40793,5,20,140,422,3,1,14,33,0,0,1,598,2126,25,587,0.011759172154280339
48,ATAÞEHÝR,FERHATPAÞA,40577,4,845,1135,1370,599,15,48,ATAÞEHÝR,FERHATPAÞA,40577,4,26,191,493,0,0,5,26,1,1,2,784,1984,30,714,0.015120967741935484
49,ATAÞEHÝR,FETIH,40795,55,339,160,265,262,27,49,ATAÞEHÝR,FETIH,40795,1,3,26,102,1,0,3,7,0,0,0,203,554,4,132,0.007220216606498195
50,ATAÞEHÝR,ÝÇERENKÖY,40530,1610,1809,1203,2950,1302,370,50,ATAÞEHÝR,ÝÇERENKÖY,40530,23,76,465,1180,19,8,61,133,1,1,3,2792,4622,99,1744,0.021419299004759845
51,ATAÞEHÝR,ÝNÖNÜ,40534,89,445,887,504,898,19,51,ATAÞEHÝR,ÝNÖNÜ,40534,4,17,115,392,2,0,14,36,0,0,1,775,1421,21,528,0.014778325123152709
52,ATAÞEHÝR,KAYIÞDAÐI,40533,311,1394,1273,2245,723,10,52,ATAÞEHÝR,KAYIÞDAÐI,40533,10,52,352,785,7,2,31,76,1,1,2,1930,2978,62,1199,0.020819341840161182
53,ATAÞEHÝR,KÜÇÜKBAKKALKÖY,40531,478,292,957,850,611,266,53,ATAÞEHÝR,KÜÇÜKBAKKALKÖY,40531,13,41,200,501,11,6,35,71,1,1,2,1284,1727,54,755,0.03126809496236248
54,ATAÞEHÝR,MEVLANA,99516,32,723,135,617,221,52,54,ATAÞEHÝR,MEVLANA,99516,1,8,64,188,2,0,7,20,0,0,0,470,890,9,261,0.010112359550561797
55,ATAÞEHÝR,MÝMAR SÝNAN,99519,51,722,135,771,135,2,55,ATAÞEHÝR,MÝMAR SÝNAN,99519,2,13,81,203,1,0,7,18,0,0,0,370,908,15,299,0.016519823788546256
56,ATAÞEHÝR,MUSTAFA KEMAL,40740,914,374,164,1170,282,0,56,ATAÞEHÝR,MUSTAFA KEMAL,40740,8,28,145,345,6,4,18,40,0,0,1,643,1452,36,526,0.024793388429752067
57,ATAÞEHÝR,ÖRNEK,40816,760,367,732,1166,667,26,57,ATAÞEHÝR,ÖRNEK,40816,9,31,181,463,7,4,25,54,0,0,1,966,1859,40,684,0.02151694459386767
58,ATAÞEHÝR,YENÝ ÇAMLICA,40746,184,793,350,1192,109,26,58,ATAÞEHÝR,YENÝ ÇAMLICA,40746,5,24,152,319,3,1,11,28,0,0,1,630,1327,29,500,0.02185380557648832
59,ATAÞEHÝR,YENÝSAHRA,40526,782,378,264,1216,207,1,59,ATAÞEHÝR,YENÝSAHRA,40526,17,51,205,397,10,9,32,64,0,0,1,671,1424,68,670,0.047752808988764044
60,ATAÞEHÝR,YENÝÞEHÝR,99517,56,128,212,58,225,113,60,ATAÞEHÝR,YENÝÞEHÝR,99517,0,1,13,70,0,0,2,5,1,1,0,134,396,1,84,0.0025252525252525255
61,AVCILAR,AMBARLI,40146,354,941,323,561,1009,48,61,AVCILAR,AMBARLI,40146,26,105,388,634,67,35,191,364,2,2,7,3699,1618,131,1153,0.08096415327564895
62,AVCILAR,CÝHANGÝR,40148,282,1376,1391,1324,1694,31,62,AVCILAR,CÝHANGÝR,40148,37,169,688,1171,87,46,252,496,3,4,9,5464,3049,206,2065,0.06756313545424729
63,AVCILAR,DENÝZKÖÞKLER,40147,379,1370,402,725,1387,39,63,AVCILAR,DENÝZKÖÞKLER,40147,33,138,516,843,74,39,212,409,2,3,7,4086,2151,171,1530,0.0794979079497908
64,AVCILAR,FÝRUZKÖY,40152,586,1598,927,2703,397,11,64,AVCILAR,FÝRUZKÖY,40152,19,150,676,1005,18,7,61,135,2,2,7,2073,3111,169,1850,0.05432336869173899
65,AVCILAR,GÜMÜÞPALA,40151,303,1111,475,617,1253,19,65,AVCILAR,GÜMÜÞPALA,40151,27,115,446,750,63,34,184,353,2,2,6,3833,1889,142,1338,0.07517204870301747
66,AVCILAR,MERKEZ,40145,371,552,185,189,848,71,66,AVCILAR,MERKEZ,40145,17,64,253,471,44,23,124,241,1,1,4,2751,1108,81,805,0.07310469314079422
67,AVCILAR,MUSTAFA KEMALPAÞA,40150,258,973,717,498,1443,7,67,AVCILAR,MUSTAFA KEMALPAÞA,40150,21,91,416,821,47,25,134,274,1,2,4,3863,1948,112,1349,0.057494866529774126
68,AVCILAR,TAHTAKALE,40154,4,1549,958,1956,339,216,68,AVCILAR,TAHTAKALE,40154,5,52,321,658,3,1,26,76,1,1,1,2247,2511,57,1036,0.022700119474313024
69,AVCILAR,ÜNÝVERSÝTE,40149,59,574,626,578,655,26,69,AVCILAR,ÜNÝVERSÝTE,40149,12,64,276,480,19,9,55,113,1,1,4,1617,1259,76,832,0.06036536934074663
70,AVCILAR,YEÞÝLKENT,40153,0,4243,3875,7362,735,21,70,AVCILAR,YEÞÝLKENT,40153,36,313,1565,2452,43,20,146,338,4,4,5,5308,8118,349,4366,0.04299088445429909
71,BAÐCILAR,100. YIL,40176,195,2175,436,1233,1555,18,71,BAÐCILAR,100. YIL,40176,6,22,186,665,7,3,25,61,0,0,1,1233,2806,28,879,0.009978617248752673
72,BAÐCILAR,BAÐLAR,40155,239,677,356,771,462,39,72,BAÐCILAR,BAÐLAR,40155,36,86,315,455,33,19,90,165,1,1,3,3267,1272,122,892,0.0959119496855346
73,BAÐCILAR,BARBAROS,40157,298,487,359,364,776,4,73,BAÐCILAR,BARBAROS,40157,36,74,273,453,50,28,133,242,0,1,2,2646,1144,110,836,0.09615384615384616
74,BAÐCILAR,ÇINAR,40163,469,1045,228,424,1304,14,74,BAÐCILAR,ÇINAR,40163,45,86,360,720,82,45,215,390,1,1,2,2548,1742,131,1211,0.07520091848450057
75,BAÐCILAR,DEMÝRKAPI,40171,250,1835,504,987,1554,48,75,BAÐCILAR,DEMÝRKAPI,40171,43,108,509,1013,71,39,192,368,1,1,3,3443,2589,151,1673,0.058323677095403634
76,BAÐCILAR,EVREN,40169,229,2099,832,1291,1840,29,76,BAÐCILAR,EVREN,40169,54,144,657,1233,70,38,190,367,1,2,4,3236,3160,198,2088,0.06265822784810127
77,BAÐCILAR,FATÝH,40172,214,1996,288,975,1520,3,77,BAÐCILAR,FATÝH,40172,25,62,334,808,40,21,107,208,1,1,2,2332,2498,87,1229,0.03482786228983187
78,BAÐCILAR,FEVZÝ ÇAKMAK,40173,333,1044,370,576,1142,29,78,BAÐCILAR,FEVZÝ ÇAKMAK,40173,27,64,311,673,44,24,118,224,1,1,2,2593,1747,91,1075,0.052089295935890095
79,BAÐCILAR,GÖZTEPE,40175,135,1714,257,1085,989,32,79,BAÐCILAR,GÖZTEPE,40175,19,53,287,683,25,15,71,144,1,1,2,1930,2106,72,1042,0.03418803418803419
80,BAÐCILAR,GÜNEÞLÝ,40168,213,1642,555,852,1503,55,80,BAÐCILAR,GÜNEÞLÝ,40168,47,114,507,961,71,39,190,358,1,1,3,4189,2410,161,1629,0.06680497925311203
81,BAÐCILAR,HÜRRÝYET,40156,449,644,391,602,856,26,81,BAÐCILAR,HÜRRÝYET,40156,49,99,367,570,65,35,171,307,1,1,2,2802,1484,148,1085,0.09973045822102426
82,BAÐCILAR,ÝNÖNÜ,40159,320,825,217,564,793,5,82,BAÐCILAR,ÝNÖNÜ,40159,46,90,326,525,64,38,169,304,0,1,2,2718,1362,136,987,0.09985315712187959
83,BAÐCILAR,KAZIM KARABEKÝR,40158,352,749,432,539,992,2,83,BAÐCILAR,KAZIM KARABEKÝR,40158,46,94,360,607,66,38,174,316,1,1,2,3061,1533,140,1107,0.091324200913242
84,BAÐCILAR,KEMALPAÞA,40174,259,1457,267,843,1138,2,84,BAÐCILAR,KEMALPAÞA,40174,20,50,284,682,30,16,81,160,0,0,1,2045,1983,70,1036,0.03530005042864347
85,BAÐCILAR,KÝRAZLI,40166,263,1572,457,925,1333,34,85,BAÐCILAR,KÝRAZLI,40166,51,119,501,902,76,42,203,380,1,1,3,4099,2292,170,1573,0.07417102966841187
86,BAÐCILAR,MAHMUTBEY,40170,266,3585,434,3428,802,55,86,BAÐCILAR,MAHMUTBEY,40170,47,144,694,1236,39,23,110,209,1,2,5,1740,4285,191,2121,0.04457409568261377
87,BAÐCILAR,MERKEZ,40162,180,621,243,305,722,17,87,BAÐCILAR,MERKEZ,40162,26,52,221,434,52,28,137,251,1,0,2,2323,1044,78,733,0.07471264367816093
88,BAÐCILAR,SANCAKTEPE,40164,229,657,170,363,688,5,88,BAÐCILAR,SANCAKTEPE,40164,23,49,215,419,35,19,92,171,0,1,2,1620,1056,72,706,0.06818181818181818
89,BAÐCILAR,YAVUZ SELÝM,40165,239,901,311,536,897,18,89,BAÐCILAR,YAVUZ SELÝM,40165,30,69,298,568,47,26,125,234,1,1,2,2432,1451,99,965,0.06822880771881461
90,BAÐCILAR,YENÝGÜN,40161,246,519,112,169,707,1,90,BAÐCILAR,YENÝGÜN,40161,24,43,186,373,54,29,138,250,0,0,2,2068,877,67,626,0.07639680729760548
91,BAÐCILAR,YENÝMAHALLE,40167,137,1236,247,619,953,48,91,BAÐCILAR,YENÝMAHALLE,40167,29,73,332,634,48,26,128,242,1,1,2,2821,1620,102,1068,0.06296296296296296
92,BAÐCILAR,YILDIZTEPE,40160,557,1066,355,697,1260,21,92,BAÐCILAR,YILDIZTEPE,40160,67,130,478,783,110,61,289,518,1,1,3,4367,1978,197,1458,0.09959555106167846
93,BAHÇELÝEVLER,BAHÇELÝEVLER,40177,728,878,359,835,1014,116,93,BAHÇELÝEVLER,BAHÇELÝEVLER,40177,81,147,488,752,185,99,480,838,2,3,6,6193,1965,228,1468,0.11603053435114503
94,BAHÇELÝEVLER,CUMHURÝYET,40181,196,1136,271,310,1285,8,94,BAHÇELÝEVLER,CUMHURÝYET,40181,47,87,362,680,97,53,254,459,1,1,3,3989,1603,134,1176,0.08359326263256395
95,BAHÇELÝEVLER,ÇOBANÇEÞME,40184,108,1539,230,649,1216,12,95,BAHÇELÝEVLER,ÇOBANÇEÞME,40184,62,125,469,751,83,44,217,393,2,2,4,3437,1877,187,1407,0.09962706446457112
96,BAHÇELÝEVLER,FEVZÝ ÇAKMAK,40185,145,881,78,184,917,3,96,BAHÇELÝEVLER,FEVZÝ ÇAKMAK,40185,37,71,276,470,70,36,180,326,1,1,2,2848,1104,108,854,0.09782608695652174
97,BAHÇELÝEVLER,HÜRRÝYET,40187,107,1491,129,185,1517,25,97,BAHÇELÝEVLER,HÜRRÝYET,40187,56,105,432,757,128,69,335,601,1,1,4,4906,1727,161,1350,0.09322524609148813
98,BAHÇELÝEVLER,KOCASÝNAN MERKEZ,40182,152,1623,848,815,1785,23,98,BAHÇELÝEVLER,KOCASÝNAN MERKEZ,40182,71,151,611,1088,148,83,394,723,2,2,6,6969,2623,222,1921,0.0846359130766298
99,BAHÇELÝEVLER,SÝYAVUÞPAÞA,40179,793,1308,58,111,2034,14,99,BAHÇELÝEVLER,SÝYAVUÞPAÞA,40179,88,143,521,922,220,117,567,989,1,2,4,6781,2159,231,1674,0.10699397869383974
100,BAHÇELÝEVLER,SOÐANLI,40180,476,1745,166,143,2234,10,100,BAHÇELÝEVLER,SOÐANLI,40180,74,126,537,1059,189,101,491,875,1,2,4,6850,2387,200,1796,0.08378718056137412
101,BAHÇELÝEVLER,ÞÝRÝNEVLER,40178,577,1434,230,299,1910,32,101,BAHÇELÝEVLER,ÞÝRÝNEVLER,40178,105,171,592,945,230,122,592,1028,2,2,6,6563,2241,276,1813,0.12315930388219545
102,BAHÇELÝEVLER,YENÝBOSNA MERKEZ,40183,365,1263,567,1234,897,64,102,BAHÇELÝEVLER,YENÝBOSNA MERKEZ,40183,74,162,553,796,71,41,193,352,2,3,7,3588,2195,236,1585,0.10751708428246014
103,BAHÇELÝEVLER,ZAFER,40186,245,2185,965,599,2789,7,103,BAHÇELÝEVLER,ZAFER,40186,101,202,827,1466,212,114,558,1015,2,2,6,9075,3395,303,2596,0.08924889543446245
104,BAKIRKÖY,ATAKÖY 1. KISIM,40202,61,7,27,39,42,14,104,BAKIRKÖY,ATAKÖY 1. KISIM,40202,6,10,24,32,12,6,31,52,1,0,1,204,95,16,72,0.16842105263157894
105,BAKIRKÖY,ATAKÖY 2-5-6. KISIM,40194,123,8,93,108,74,42,105,BAKIRKÖY,ATAKÖY 2-5-6. KISIM,40194,16,27,61,77,68,36,176,295,1,1,2,1760,224,43,181,0.19196428571428573
106,BAKIRKÖY,ATAKÖY 3-4-11. KISIM,40201,156,93,11,82,170,8,106,BAKIRKÖY,ATAKÖY 3-4-11. KISIM,40201,18,30,75,89,43,23,110,185,1,1,2,1131,260,48,212,0.18461538461538463
107,BAKIRKÖY,ATAKÖY 7-8-9-10. KISIM,40196,3,426,107,239,226,71,107,BAKIRKÖY,ATAKÖY 7-8-9-10. KISIM,40196,16,38,126,199,63,33,165,291,1,1,4,2371,536,54,379,0.10074626865671642
108,BAKIRKÖY,BASINKÖY,40200,184,358,108,614,36,0,108,BAKIRKÖY,BASINKÖY,40200,62,93,200,167,47,35,123,208,1,1,4,1114,650,155,522,0.23846153846153847
109,BAKIRKÖY,CEVÝZLÝK,40192,332,259,110,198,501,2,109,BAKIRKÖY,CEVÝZLÝK,40192,39,63,188,271,29,16,74,127,0,1,1,663,701,102,561,0.14550641940085593
110,BAKIRKÖY,KARTALTEPE,40197,775,641,57,414,1056,3,110,BAKIRKÖY,KARTALTEPE,40197,82,132,393,567,166,89,424,725,1,2,4,4460,1473,214,1174,0.1452817379497624
111,BAKIRKÖY,OSMANÝYE,40188,339,363,290,512,470,10,111,BAKIRKÖY,OSMANÝYE,40188,44,83,259,349,87,47,225,391,1,1,3,2766,992,127,735,0.1280241935483871
112,BAKIRKÖY,SAKIZAÐACI,40191,300,143,29,77,385,10,112,BAKIRKÖY,SAKIZAÐACI,40191,34,50,131,176,41,23,104,176,0,0,1,1092,472,84,391,0.17796610169491525
113,BAKIRKÖY,ÞENLÝKKÖY,40199,357,1134,320,1644,166,1,113,BAKIRKÖY,ÞENLÝKKÖY,40199,110,234,593,488,122,68,324,561,3,3,8,4483,1811,344,1425,0.18995030369961347
114,BAKIRKÖY,YENÝMAHALLE,40190,319,126,48,134,359,0,114,BAKIRKÖY,YENÝMAHALLE,40190,34,50,132,186,42,23,108,182,0,0,1,894,493,84,402,0.17038539553752535
115,BAKIRKÖY,YEÞÝLKÖY,40189,894,848,590,1755,554,23,115,BAKIRKÖY,YEÞÝLKÖY,40189,201,310,696,621,161,92,413,695,3,4,11,3776,2332,511,1828,0.21912521440823327
116,BAKIRKÖY,YEÞÝLYURT,40195,179,97,32,134,173,1,116,BAKIRKÖY,YEÞÝLYURT,40195,25,38,95,99,35,19,91,154,1,1,2,1025,308,63,257,0.20454545454545456
117,BAKIRKÖY,ZEYTÝNLÝK,40193,203,270,101,143,430,1,117,BAKIRKÖY,ZEYTÝNLÝK,40193,30,49,152,228,27,15,70,121,0,0,1,678,574,79,459,0.13763066202090593
118,BAKIRKÖY,ZUHURATBABA,40198,644,319,66,279,746,4,118,BAKIRKÖY,ZUHURATBABA,40198,65,99,269,390,103,56,263,447,1,1,3,2493,1029,164,823,0.15937803692905733
119,BAÞAKÞEHÝR,ALTINÞEHÝR,40598,96,968,332,1256,140,0,119,BAÞAKÞEHÝR,ALTINÞEHÝR,40598,10,42,199,374,8,6,28,61,0,0,1,945,1396,52,625,0.03724928366762178
120,BAÞAKÞEHÝR,BAHÇEÞEHÝR 1. KISIM,40871,0,699,1478,1837,176,164,120,BAÞAKÞEHÝR,BAHÇEÞEHÝR 1. KISIM,40871,5,44,278,549,1,0,11,33,0,1,2,1151,2177,49,876,0.022508038585209004
121,BAÞAKÞEHÝR,BAHÇEÞEHÝR 2. KISIM,40872,1,1130,1664,2101,141,553,121,BAÞAKÞEHÝR,BAHÇEÞEHÝR 2. KISIM,40872,11,57,311,738,16,7,53,115,1,2,2,1613,2795,68,1117,0.024329159212880144
122,BAÞAKÞEHÝR,BAÞAK,40357,1,644,793,792,208,438,122,BAÞAKÞEHÝR,BAÞAK,40357,1,8,66,225,1,0,7,24,1,1,1,1000,1438,9,300,0.006258692628650904
123,BAÞAKÞEHÝR,BAÞAKÞEHÝR,40581,0,136,658,187,208,399,123,BAÞAKÞEHÝR,BAÞAKÞEHÝR,40581,1,3,21,115,1,0,6,18,0,0,1,522,794,4,140,0.005037783375314861
124,BAÞAKÞEHÝR,GÜVERCÝNTEPE,40597,110,3440,903,3784,640,29,124,BAÞAKÞEHÝR,GÜVERCÝNTEPE,40597,26,115,573,1173,21,16,80,183,1,1,3,3188,4453,141,1887,0.03166404671008309
125,BAÞAKÞEHÝR,KAYABAÞI,40583,206,425,969,872,121,607,125,BAÞAKÞEHÝR,KAYABAÞI,40583,4,18,91,261,2,1,9,27,1,1,1,1580,1600,22,374,0.01375
126,BAÞAKÞEHÝR,ÞAHÝNTEPE,40584,95,3785,959,4624,202,13,126,BAÞAKÞEHÝR,ÞAHÝNTEPE,40584,29,128,615,1197,11,8,54,125,1,1,2,2380,4839,157,1969,0.03244471998346766
127,BAÞAKÞEHÝR,ÞAMLAR,191991,9,347,103,440,19,0,127,BAÞAKÞEHÝR,ÞAMLAR,191991,1,7,36,88,0,0,0,0,0,0,1,53,459,8,132,0.017429193899782137
128,BAÞAKÞEHÝR,ZÝYA GÖKALP,40585,296,2046,3498,5283,474,83,128,BAÞAKÞEHÝR,ZÝYA GÖKALP,40585,27,153,787,1523,10,7,39,84,1,2,6,965,5840,180,2490,0.030821917808219176
